alpha,C_p_bet_hedging,C_p_switching_25percentile,C_p_switching_50percentile,C_p_switching_75percentile,Fungus_bet_hedging,F1_switching_25percentile,F1_switching_50percentile,F1_switching_75percentile,F2_switching_25percentile,F2_switching_50percentile,F2_switching_75percentile
0.82,17.1605733961612,0.0559920904960943,0.161031206155229,2.31099060010217,0.604367535372499,0.000123097112589811,0.000271543474074458,0.000541125225706355,0.0785747739902143,0.0983865176351749,0.121863174013133
0.84,17.1605733961612,0.00764663155830311,0.0267240516607728,1.0678408107869,0.604367535372499,9.04587319415573e-06,2.59084581145936e-05,5.97624099337806e-05,0.034513644715306,0.0434256492488032,0.0541339014681576
0.86,17.1605733961612,0.00116717292047445,0.00581889478636641,0.296476137914081,0.604367535372499,9.72562087035681e-07,3.02466273543481e-06,8.68719747649775e-06,0.00563699109724515,0.011961718322058,0.0214506934504704
0.88,17.1605733961612,0.000179826073125573,0.00100746803601243,0.0365310657416955,0.604367535372499,1.19900517918024e-07,4.41754001564196e-07,1.52941558344263e-06,0.000480011341910607,0.001585337260479,0.00466306772797389
0.9,17.1605733961612,1.88228817884558e-05,0.000171632461622031,0.0025715184432407,0.604367535372499,1.99714734044589e-08,7.79133229681267e-08,2.99011560709522e-07,3.33595102084716e-05,0.000128168239529944,0.00047553312791589
0.92,17.1605733961612,2.75239349377563e-06,2.04456258304767e-05,0.000212968149218589,0.604367535372499,4.95223635658771e-09,1.94664605733496e-08,7.6315769794452e-08,3.79284937654328e-06,1.48774704376909e-05,5.79942241788042e-05
0.94,17.1605733961612,1.05585829281124e-06,6.10534342658874e-06,3.4512467826308e-05,0.604367535372499,2.02357477383754e-09,7.96155203536616e-09,3.13051189721677e-08,8.4907736404876e-07,3.33903410218746e-06,1.31114943073731e-05
0.96,17.1605733961612,5.55524772968696e-07,2.57161852758152e-06,1.10676293871668e-05,0.604367535372499,9.67852601053865e-10,3.80865732250382e-09,1.49859706622578e-08,2.21313630752514e-07,8.70821651477481e-07,3.42549572190842e-06
0.98,17.1605733961612,9.57542404333037e-08,5.32263763307069e-07,1.86288339607534e-06,0.604367535372499,4.47081744465153e-10,1.75941327334167e-09,6.92376148964126e-09,3.96929604489372e-08,1.56203041945584e-07,6.14674870478688e-07
1,17.1605733961612,9.58320557457286e-08,4.72816413045248e-07,1.38941688318018e-06,0.604367535372499,3.56774656506689e-10,1.40402997932623e-09,5.52530211915438e-09,2.71241193999274e-08,1.06742135779257e-07,4.20056793377029e-07
